host_identity_verified,neighbourhood group,neighbourhood,lat,long,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,reviews per month,review rate number,calculated host listings count,availability 365
verified,Manhattan,Upper West Side,40.80299,-73.96465,False,strict,Private room,2019,938.0,188.0,9,0,0.74,2.0,1,0
verified,Queens,Astoria,40.76979,-73.92019,False,strict,Entire home/apt,2005,784.0,157.0,10,7,0.15,2.0,1,0
verified,Manhattan,Upper East Side,40.77756,-73.94859,False,strict,Private room,2009,56.0,11.0,7,9,0.6,4.0,1,204
unconfirmed,Manhattan,Hell's Kitchen,40.76769,-73.99405,False,flexible,Private room,2008,401.0,80.0,3,17,0.37,5.0,1,364
verified,Brooklyn,Bedford-Stuyvesant,40.68268,-73.92825,True,strict,Private room,2013,870.0,174.0,1,2,0.04,2.0,1,0
unconfirmed,Brooklyn,Columbia St,40.6851,-74.00228,True,strict,Private room,2015,874.0,175.0,7,2,0.17,3.0,1,32
verified,Manhattan,Upper West Side,40.78733,-73.97364,False,moderate,Entire home/apt,2021,591.0,118.0,1,161,3.39,1.0,1,347
verified,Queens,Ditmars Steinway,40.78261,-73.91452,False,moderate,Private room,2014,582.0,116.0,1,0,0.74,5.0,1,0
verified,Queens,Long Island City,40.75203,-73.9361,True,strict,Private room,2017,699.0,140.0,3,8,0.56,1.0,1,0
verified,Manhattan,Hell's Kitchen,40.75563,-73.99742,True,moderate,Private room,2005,873.0,175.0,1,0,0.74,4.0,1,0
verified,Brooklyn,Bedford-Stuyvesant,40.68317,-73.91432,True,moderate,Private room,2005,541.0,108.0,3,3,0.07,3.0,1,0
verified,Manhattan,Kips Bay,40.7438,-73.9781,False,flexible,Private room,2008,265.0,53.0,3,19,0.43,4.0,1,0
verified,Manhattan,Upper West Side,40.7874,-73.97381,True,moderate,Entire home/apt,2013,522.0,104.0,10,2,0.06,5.0,1,36
verified,Brooklyn,Crown Heights,40.67215,-73.94281,True,moderate,Private room,2013,903.0,181.0,2,2,0.04,4.0,1,0
verified,Brooklyn,South Slope,40.66307,-73.9834,False,flexible,Entire home/apt,2005,1138.0,228.0,3,84,1.77,3.0,1,18
unconfirmed,Manhattan,West Village,40.73866,-74.00537,True,moderate,Entire home/apt,2013,266.0,53.0,3,0,0.74,5.0,1,0
unconfirmed,Manhattan,East Village,40.72178,-73.98212,True,strict,Entire home/apt,2010,311.0,62.0,2,11,0.24,3.0,1,0
verified,Manhattan,Upper East Side,40.77865,-73.94858,True,strict,Entire home/apt,2019,760.0,152.0,2,4,0.08,2.0,1,0
unconfirmed,Brooklyn,Greenpoint,40.7252,-73.95276,True,strict,Private room,2012,130.0,26.0,13,0,0.74,3.0,1,0
verified,Queens,Long Island City,40.75215,-73.93913,False,strict,Entire home/apt,2020,165.0,33.0,7,9,0.19,3.0,1,9
unconfirmed,Manhattan,Midtown,40.74559,-73.98325,True,moderate,Entire home/apt,2014,458.0,92.0,1,1,0.02,2.0,1,0
unconfirmed,Manhattan,Morningside Heights,40.81033,-73.95897,True,moderate,Private room,2005,932.0,186.0,1,0,0.74,1.0,1,0
unconfirmed,Manhattan,Midtown,40.75219,-73.97133,False,flexible,Entire home/apt,2018,645.0,129.0,6,0,0.74,5.0,1,0
unconfirmed,Manhattan,Little Italy,40.71959,-73.99604,False,flexible,Private room,2006,1024.0,205.0,2,2,0.04,4.0,2,0
verified,Queens,Ditmars Steinway,40.77648,-73.90987,False,moderate,Private room,2004,956.0,191.0,3,13,0.28,4.0,1,219
unconfirmed,Queens,Rego Park,40.72929,-73.8574,True,flexible,Private room,2015,491.0,98.0,1,32,0.92,3.0,1,0
unconfirmed,Brooklyn,East Flatbush,40.65551,-73.94206,True,flexible,Entire home/apt,2009,830.0,166.0,2,6,0.16,3.0,1,130
unconfirmed,Manhattan,Upper West Side,40.79317,-73.96956,False,flexible,Private room,2014,491.0,98.0,3,6,0.13,1.0,1,0
unconfirmed,Brooklyn,Crown Heights,40.67714,-73.9486,False,moderate,Entire home/apt,2022,569.0,114.0,2,3,0.06,2.0,1,0
verified,Brooklyn,South Slope,40.66393,-73.98728,False,flexible,Entire home/apt,2011,516.0,103.0,7,0,0.74,3.0,1,0
unconfirmed,Brooklyn,Clinton Hill,40.68864,-73.96759,True,strict,Entire home/apt,2003,74.0,15.0,30,7,0.17,3.0,1,27
unconfirmed,Brooklyn,Williamsburg,40.71905,-73.94937,True,moderate,Private room,2013,617.0,123.0,5,3,0.06,5.0,1,0
verified,Brooklyn,Williamsburg,40.72002,-73.96028,False,strict,Private room,2005,760.0,152.0,3,90,1.89,3.0,1,323
unconfirmed,Brooklyn,Clinton Hill,40.68458,-73.96332,False,moderate,Entire home/apt,2013,615.0,123.0,3,5,0.11,1.0,1,0
unconfirmed,Brooklyn,Borough Park,40.63741,-74.00118,True,strict,Private room,2010,845.0,169.0,1,43,0.99,5.0,2,310
unconfirmed,Brooklyn,Red Hook,40.67791,-74.0072,False,flexible,Private room,2022,709.0,142.0,5,5,0.1,4.0,1,0
verified,Brooklyn,Bedford-Stuyvesant,40.68847,-73.95634,False,flexible,Private room,2010,596.0,119.0,1,0,0.74,4.0,1,0
unconfirmed,Manhattan,Lower East Side,40.71903,-73.9904,False,flexible,Entire home/apt,2015,653.0,131.0,5,10,0.21,2.0,1,11
unconfirmed,Manhattan,Tribeca,40.7187,-74.00384,False,moderate,Private room,2018,894.0,179.0,1,2,0.04,3.0,1,0
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.68248,-73.92811,True,flexible,Entire home/apt,2007,280.0,56.0,2,139,2.93,5.0,1,235
unconfirmed,Manhattan,Harlem,40.82206,-73.95234,True,strict,Entire home/apt,2004,816.0,163.0,4,5,2.78,3.0,2,284
unconfirmed,Brooklyn,Williamsburg,40.71242,-73.95009,False,strict,Private room,2018,323.0,65.0,2,33,0.7,5.0,1,0
verified,Manhattan,Upper East Side,40.77018,-73.95947,False,strict,Entire home/apt,2010,674.0,135.0,2,23,0.61,4.0,1,0
unconfirmed,Manhattan,Upper West Side,40.78557,-73.97214,True,flexible,Private room,2013,799.0,160.0,1,2,0.04,1.0,1,0
verified,Brooklyn,Carroll Gardens,40.67763,-74.00108,False,flexible,Entire home/apt,2013,522.0,104.0,59,17,0.49,1.0,1,58
verified,Brooklyn,Bedford-Stuyvesant,40.6884,-73.9305,True,flexible,Private room,2018,127.0,25.0,1,237,5.09,2.0,7,70
unconfirmed,Brooklyn,Williamsburg,40.71256,-73.95695,False,moderate,Private room,2010,457.0,91.0,30,19,0.43,3.0,1,0
verified,Manhattan,Chelsea,40.74376,-74.00387,False,moderate,Entire home/apt,2016,102.0,20.0,30,195,4.26,3.0,1,270
unconfirmed,Brooklyn,Bushwick,40.70036,-73.91723,False,moderate,Private room,2005,298.0,60.0,1,0,0.74,2.0,1,0
verified,Queens,Astoria,40.7655,-73.92169,False,flexible,Entire home/apt,2021,385.0,77.0,3,21,0.46,3.0,2,349
unconfirmed,Brooklyn,East Flatbush,40.65429,-73.94917,False,strict,Private room,2020,317.0,63.0,1,1,0.02,5.0,1,0
unconfirmed,Manhattan,Washington Heights,40.83436,-73.94735,True,moderate,Entire home/apt,2009,699.0,140.0,5,5,0.11,5.0,1,0
unconfirmed,Brooklyn,Prospect Heights,40.6799,-73.96416,True,moderate,Entire home/apt,2013,1030.0,206.0,7,9,0.19,3.0,3,0
unconfirmed,Manhattan,West Village,40.74036,-74.00416,False,strict,Entire home/apt,2017,907.0,181.0,3,0,0.74,4.0,1,0
verified,Brooklyn,Crown Heights,40.67139,-73.94,False,moderate,Private room,2009,868.0,174.0,3,7,0.15,1.0,1,0
unconfirmed,Manhattan,Harlem,40.82883,-73.94468,True,flexible,Entire home/apt,2020,1013.0,203.0,15,22,0.49,5.0,1,0
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.68716,-73.9243,False,flexible,Entire home/apt,2017,134.0,27.0,7,35,0.78,3.0,1,283
unconfirmed,Queens,Astoria,40.76508,-73.90935,False,moderate,Entire home/apt,2022,1109.0,222.0,14,0,0.74,2.0,1,0
verified,Brooklyn,Bushwick,40.69589,-73.93232,True,strict,Private room,2018,654.0,131.0,1,3,0.06,4.0,1,0
verified,Brooklyn,Crown Heights,40.67034,-73.95848,True,moderate,Private room,2007,219.0,44.0,1,0,0.74,5.0,1,0
verified,Brooklyn,Bensonhurst,40.6089,-73.97866,True,moderate,Private room,2010,372.0,74.0,2,22,0.54,1.0,2,0
unconfirmed,Manhattan,Harlem,40.81541,-73.94149,True,flexible,Entire home/apt,2019,1014.0,203.0,5,12,0.25,3.0,1,0
verified,Manhattan,East Village,40.72399,-73.98869,True,moderate,Entire home/apt,2013,1038.0,208.0,2,2,0.04,3.0,1,0
unconfirmed,Brooklyn,Sunset Park,40.66016,-73.99813,True,moderate,Private room,2006,863.0,173.0,1,0,0.74,3.0,1,0
verified,Brooklyn,Borough Park,40.63574,-74.00329,False,moderate,Shared room,2017,886.0,177.0,1,73,1.53,3.0,2,365
verified,Queens,Astoria,40.76205,-73.91379,False,strict,Private room,2003,1046.0,209.0,1,190,5.2,3.0,2,132
unconfirmed,Brooklyn,Prospect-Lefferts Gardens,40.65933,-73.95931,True,moderate,Private room,2020,256.0,51.0,1,35,0.73,5.0,2,0
verified,Brooklyn,Sheepshead Bay,40.5994,-73.95941,False,strict,Private room,2015,188.0,38.0,1,0,0.74,2.0,1,126
verified,Brooklyn,Sunset Park,40.64153,-74.01562,True,moderate,Private room,2008,1187.0,237.0,1,2,0.04,3.0,1,0
verified,Queens,Sunnyside,40.73926,-73.92045,True,flexible,Entire home/apt,2008,1144.0,229.0,3,2,0.04,2.0,1,0
verified,Brooklyn,Midwood,40.62713,-73.95221,False,moderate,Private room,2018,147.0,29.0,3,0,0.74,3.0,1,0
unconfirmed,Brooklyn,Prospect Heights,40.67293,-73.96678,True,flexible,Entire home/apt,2013,254.0,51.0,7,11,0.23,4.0,1,216
unconfirmed,Queens,Richmond Hill,40.69604,-73.82449,False,strict,Private room,2006,861.0,172.0,1,424,8.86,4.0,5,0
unconfirmed,Brooklyn,Greenpoint,40.73604,-73.95415,False,strict,Entire home/apt,2011,553.0,111.0,2,4,0.16,4.0,1,322
verified,Queens,Richmond Hill,40.69463,-73.8261,False,flexible,Private room,2011,74.0,15.0,1,408,8.56,5.0,5,0
verified,Manhattan,Washington Heights,40.8403,-73.93833,True,flexible,Private room,2018,1055.0,211.0,1,6,0.13,1.0,3,64
verified,Manhattan,East Village,40.73107,-73.98213,False,moderate,Private room,2009,1104.0,221.0,2,14,0.3,2.0,2,342
verified,Manhattan,Upper West Side,40.80188,-73.96696,False,strict,Private room,2010,395.0,79.0,1,26,0.68,5.0,6,326
unconfirmed,Manhattan,East Village,40.72338,-73.98239,False,strict,Private room,2010,316.0,63.0,1,1,0.02,3.0,2,0
verified,Brooklyn,Prospect Heights,40.67309,-73.96354,True,strict,Entire home/apt,2018,1150.0,230.0,3,4,0.09,4.0,1,0
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.68548,-73.94988,True,strict,Entire home/apt,2007,552.0,110.0,2,3,0.06,1.0,1,0
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.69025,-73.9303,False,strict,Private room,2011,697.0,139.0,5,1,0.03,5.0,1,0
unconfirmed,Brooklyn,Red Hook,40.67894,-74.0128,True,moderate,Private room,2017,476.0,95.0,1,128,2.71,5.0,1,76
unconfirmed,Queens,Ditmars Steinway,40.77679,-73.9212,False,flexible,Entire home/apt,2022,1124.0,225.0,2,7,0.15,2.0,1,0
verified,Queens,Neponsit,40.57215,-73.85822,True,moderate,Entire home/apt,2019,197.0,39.0,2,5,2.88,4.0,1,334
unconfirmed,Manhattan,Lower East Side,40.72014,-73.98498,True,moderate,Private room,2015,993.0,199.0,1,2,0.04,4.0,1,0
verified,Manhattan,Hell's Kitchen,40.76377,-73.98786,True,strict,Entire home/apt,2003,640.0,128.0,2,49,1.06,2.0,1,205
unconfirmed,Brooklyn,Windsor Terrace,40.65758,-73.97801,True,strict,Entire home/apt,2010,885.0,177.0,3,10,0.21,4.0,2,3
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.68001,-73.94971,True,moderate,Entire home/apt,2008,324.0,65.0,30,11,0.29,3.0,3,332
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.68022,-73.92795,False,flexible,Entire home/apt,2016,764.0,153.0,3,120,2.63,1.0,3,220
verified,Manhattan,Upper West Side,40.79387,-73.97136,False,strict,Entire home/apt,2012,216.0,43.0,5,0,0.74,5.0,1,0
unconfirmed,Bronx,Longwood,40.82417,-73.90156,False,moderate,Private room,2012,672.0,134.0,1,182,3.82,5.0,2,0
unconfirmed,Manhattan,East Village,40.72644,-73.98403,True,moderate,Entire home/apt,2013,1014.0,203.0,5,0,0.74,3.0,1,0
unconfirmed,Brooklyn,Bushwick,40.70442,-73.92484,True,flexible,Entire home/apt,2006,931.0,186.0,5,27,0.57,4.0,1,0
unconfirmed,Brooklyn,Cobble Hill,40.68732,-73.99245,False,flexible,Entire home/apt,2010,477.0,95.0,3,23,0.51,5.0,1,2
unconfirmed,Manhattan,East Village,40.72811,-73.98453,False,moderate,Private room,2022,133.0,27.0,2,1,0.02,2.0,2,0
verified,Brooklyn,Carroll Gardens,40.68282,-73.99774,True,moderate,Entire home/apt,2015,1080.0,216.0,5,2,0.06,5.0,1,0
unconfirmed,Queens,Jamaica,40.68547,-73.78924,False,strict,Private room,2018,443.0,89.0,3,0,0.74,1.0,1,365
unconfirmed,Manhattan,Battery Park City,40.70803,-74.01735,False,flexible,Entire home/apt,2017,267.0,53.0,1,0,0.74,1.0,1,0
verified,Brooklyn,Crown Heights,40.66465,-73.95372,False,strict,Entire home/apt,2020,1005.0,201.0,3,105,2.28,5.0,1,94
unconfirmed,Bronx,Hunts Point,40.81229,-73.88887,True,moderate,Private room,2003,482.0,96.0,30,19,0.4,4.0,6,287
unconfirmed,Manhattan,Harlem,40.80591,-73.95525,False,flexible,Private room,2015,1103.0,221.0,14,0,0.74,1.0,1,0
unconfirmed,Brooklyn,Williamsburg,40.70841,-73.9539,True,strict,Private room,2019,766.0,153.0,1,205,4.39,2.0,2,349
verified,Brooklyn,Crown Heights,40.66542,-73.96062,False,strict,Entire home/apt,2011,947.0,189.0,1,0,0.74,2.0,1,0
unconfirmed,Manhattan,Upper West Side,40.77368,-73.98704,True,strict,Private room,2013,675.0,135.0,3,4,0.08,5.0,1,0
unconfirmed,Brooklyn,East Flatbush,40.64588,-73.94961,True,moderate,Private room,2017,383.0,77.0,1,2,0.05,3.0,1,365
unconfirmed,Brooklyn,Clinton Hill,40.68443,-73.96737,True,flexible,Private room,2015,476.0,95.0,2,12,0.25,4.0,1,0
verified,Manhattan,Upper West Side,40.791,-73.96809,True,strict,Entire home/apt,2005,954.0,191.0,3,10,0.21,3.0,1,0
unconfirmed,Brooklyn,Boerum Hill,40.68589,-73.99102,True,moderate,Entire home/apt,2012,285.0,57.0,3,38,0.8,5.0,3,249
verified,Manhattan,Lower East Side,40.71796,-73.99032,True,moderate,Private room,2013,105.0,21.0,10,0,0.74,3.0,1,0
unconfirmed,Manhattan,Hell's Kitchen,40.75946,-73.99083,True,strict,Private room,2016,303.0,61.0,1,5,0.11,3.0,1,0
verified,Brooklyn,Navy Yard,40.69855,-73.97595,True,moderate,Entire home/apt,2009,777.0,155.0,4,99,2.09,2.0,1,0
verified,Manhattan,Harlem,40.81236,-73.94142,False,moderate,Entire home/apt,2003,1198.0,240.0,4,0,0.74,3.0,1,0
unconfirmed,Brooklyn,Williamsburg,40.71608,-73.95967,True,flexible,Private room,2004,805.0,161.0,3,1,0.02,5.0,1,0
verified,Brooklyn,Cobble Hill,40.68665,-73.9922,True,moderate,Entire home/apt,2018,329.0,66.0,1,0,0.74,1.0,1,0
unconfirmed,Manhattan,Upper West Side,40.78506,-73.97723,False,strict,Private room,2005,1009.0,202.0,1,9,0.19,5.0,1,0
verified,Brooklyn,Williamsburg,40.71119,-73.96471,False,strict,Private room,2010,970.0,194.0,3,1,0.02,1.0,1,0
verified,Brooklyn,Greenpoint,40.72831,-73.949,False,moderate,Entire home/apt,2012,426.0,85.0,3,96,2.06,2.0,1,328
verified,Brooklyn,Bedford-Stuyvesant,40.69351,-73.94011,False,flexible,Entire home/apt,2007,887.0,177.0,2,3,0.09,3.0,1,188
verified,Brooklyn,Williamsburg,40.70939,-73.96758,True,flexible,Private room,2009,237.0,47.0,1,0,0.74,5.0,1,0
verified,Brooklyn,Bedford-Stuyvesant,40.68599,-73.9394,True,moderate,Entire home/apt,2015,516.0,103.0,3,98,2.39,5.0,2,52
unconfirmed,Manhattan,Washington Heights,40.85076,-73.93049,True,strict,Private room,2011,234.0,47.0,3,29,0.61,2.0,2,0
unconfirmed,Manhattan,Murray Hill,40.74751,-73.97676,True,flexible,Entire home/apt,2016,1014.0,203.0,1,0,0.74,5.0,1,0
verified,Manhattan,Washington Heights,40.8508,-73.94004,True,moderate,Entire home/apt,2009,1063.0,213.0,1,1,0.02,1.0,1,0
verified,Manhattan,Upper East Side,40.76102,-73.96124,True,moderate,Private room,2016,64.0,13.0,1,1,0.02,5.0,1,0
unconfirmed,Brooklyn,Bushwick,40.70005,-73.91882,True,moderate,Private room,2014,758.0,152.0,1,0,0.74,1.0,1,0
verified,Brooklyn,Carroll Gardens,40.68167,-73.99276,True,flexible,Entire home/apt,2016,52.0,10.0,4,96,2.02,5.0,2,3
unconfirmed,Manhattan,Harlem,40.81882,-73.9468,True,strict,Entire home/apt,2020,194.0,39.0,1,1,0.02,2.0,1,0
verified,Manhattan,Harlem,40.81406,-73.95282,False,flexible,Private room,2004,429.0,86.0,2,1,0.02,3.0,1,0
verified,Manhattan,Upper East Side,40.77484,-73.95726,False,strict,Private room,2009,1152.0,230.0,1,2,0.04,4.0,2,0
verified,Manhattan,East Village,40.72448,-73.9895,False,moderate,Entire home/apt,2011,1150.0,230.0,2,9,0.19,5.0,1,0
verified,Brooklyn,Bedford-Stuyvesant,40.69551,-73.95075,True,flexible,Private room,2016,910.0,182.0,5,0,0.74,2.0,1,0
unconfirmed,Manhattan,Harlem,40.82364,-73.95122,False,moderate,Private room,2020,902.0,180.0,1,0,0.74,3.0,1,0
unconfirmed,Manhattan,Midtown,40.75669,-73.96411,True,flexible,Private room,2010,595.0,119.0,1,3,0.06,3.0,1,0
verified,Brooklyn,Greenpoint,40.72446,-73.94008,True,strict,Entire home/apt,2021,1030.0,206.0,30,4,0.09,5.0,1,34
unconfirmed,Manhattan,West Village,40.73351,-74.00454,False,moderate,Entire home/apt,2013,143.0,29.0,3,0,0.74,1.0,1,0
unconfirmed,Manhattan,Chinatown,40.71382,-73.99769,False,strict,Private room,2022,178.0,36.0,6,2,0.05,4.0,1,0
verified,Manhattan,Little Italy,40.71912,-73.99776,True,strict,Private room,2005,409.0,82.0,2,6,0.13,5.0,1,213
unconfirmed,Manhattan,Washington Heights,40.84805,-73.94209,True,flexible,Shared room,2003,923.0,185.0,1,14,0.3,3.0,1,363
verified,Manhattan,Nolita,40.72276,-73.99314,False,moderate,Entire home/apt,2010,570.0,114.0,60,10,0.22,1.0,7,0
verified,Brooklyn,Sheepshead Bay,40.58851,-73.9558,False,strict,Private room,2007,285.0,57.0,4,52,1.09,4.0,1,341
unconfirmed,Queens,Elmhurst,40.73726,-73.88065,True,moderate,Entire home/apt,2016,546.0,109.0,2,2,0.04,4.0,1,0
unconfirmed,Brooklyn,East New York,40.66045,-73.89873,False,strict,Entire home/apt,2012,297.0,59.0,4,121,2.54,5.0,2,33
unconfirmed,Brooklyn,Crown Heights,40.6735,-73.93856,True,moderate,Private room,2013,257.0,51.0,1,199,4.19,4.0,2,288
unconfirmed,Manhattan,East Harlem,40.79324,-73.94513,True,moderate,Entire home/apt,2022,431.0,86.0,2,4,0.08,4.0,1,0
unconfirmed,Brooklyn,Cobble Hill,40.6881,-73.99498,True,moderate,Entire home/apt,2003,110.0,22.0,2,4,0.09,1.0,1,0
verified,Queens,Sunnyside,40.74633,-73.91293,False,strict,Private room,2020,383.0,77.0,1,0,0.74,4.0,1,0
verified,Brooklyn,Williamsburg,40.71331,-73.96347,False,flexible,Entire home/apt,2018,1042.0,208.0,1,0,0.74,3.0,1,0
verified,Brooklyn,Crown Heights,40.67317,-73.95419,True,flexible,Private room,2005,815.0,163.0,1,1,0.02,5.0,1,0
verified,Brooklyn,Bedford-Stuyvesant,40.67982,-73.91347,False,moderate,Entire home/apt,2018,759.0,152.0,3,63,1.33,5.0,4,0
unconfirmed,Manhattan,Washington Heights,40.85159,-73.94036,False,flexible,Entire home/apt,2021,408.0,82.0,1,32,1.18,4.0,1,358
verified,Brooklyn,Carroll Gardens,40.68333,-73.99369,False,strict,Entire home/apt,2018,221.0,44.0,4,91,2.1,4.0,2,3
unconfirmed,Manhattan,Upper West Side,40.77148,-73.98226,False,moderate,Private room,2006,1185.0,237.0,1,221,4.65,1.0,2,327
unconfirmed,Manhattan,Washington Heights,40.84687,-73.94004,False,flexible,Private room,2021,287.0,57.0,1,0,0.74,5.0,1,0
unconfirmed,Manhattan,Lower East Side,40.72092,-73.98849,True,flexible,Private room,2021,955.0,191.0,1,0,0.74,5.0,1,0
unconfirmed,Manhattan,Kips Bay,40.73999,-73.98122,False,flexible,Private room,2005,812.0,162.0,3,174,3.66,3.0,1,194
verified,Brooklyn,Clinton Hill,40.6867,-73.9621,True,moderate,Entire home/apt,2007,1056.0,211.0,1,2,0.04,2.0,1,0
verified,Manhattan,Upper West Side,40.80113,-73.96566,True,flexible,Private room,2019,212.0,42.0,1,0,0.74,4.0,1,0
verified,Queens,Long Island City,40.74229,-73.95427,True,flexible,Private room,2017,367.0,73.0,1,5,0.1,2.0,1,0
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.68091,-73.94662,True,moderate,Private room,2015,967.0,193.0,7,0,0.74,4.0,1,0
unconfirmed,Manhattan,Harlem,40.81469,-73.94887,True,moderate,Private room,2017,959.0,192.0,1,1,0.03,3.0,1,0
unconfirmed,Queens,Ozone Park,40.68792,-73.83752,False,flexible,Entire home/apt,2005,132.0,26.0,1,22,0.49,5.0,1,130
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.68927,-73.95277,True,strict,Entire home/apt,2017,199.0,40.0,1,0,0.74,1.0,1,0
unconfirmed,Queens,Astoria,40.75818,-73.92679,True,strict,Private room,2007,53.0,11.0,2,191,4.0,4.0,3,24
verified,Manhattan,Hell's Kitchen,40.76104,-73.9885,True,flexible,Entire home/apt,2022,392.0,78.0,3,4,0.12,1.0,1,0
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.69461,-73.93406,True,moderate,Private room,2012,1114.0,223.0,3,91,1.99,1.0,7,20
unconfirmed,Manhattan,East Harlem,40.78502,-73.94763,True,flexible,Entire home/apt,2009,1145.0,229.0,1,14,0.3,1.0,1,0
verified,Brooklyn,Bedford-Stuyvesant,40.69451,-73.94419,True,strict,Entire home/apt,2018,559.0,112.0,1,2,0.04,1.0,1,0
verified,Brooklyn,Bedford-Stuyvesant,40.68446,-73.95779,True,moderate,Private room,2010,214.0,43.0,7,0,0.74,3.0,1,0
verified,Brooklyn,Carroll Gardens,40.67793,-73.99531,True,flexible,Entire home/apt,2015,1163.0,233.0,1,78,2.22,1.0,5,365
unconfirmed,Brooklyn,Greenpoint,40.72674,-73.94004,True,flexible,Entire home/apt,2013,737.0,147.0,30,2,0.05,4.0,52,0
unconfirmed,Brooklyn,Crown Heights,40.67517,-73.94421,False,moderate,Private room,2021,436.0,87.0,1,2,0.04,2.0,2,0
verified,Manhattan,Theater District,40.75967,-73.98573,True,strict,Entire home/apt,2005,80.0,16.0,30,0,0.74,1.0,121,174
verified,Manhattan,Murray Hill,40.7459,-73.97607,True,flexible,Private room,2021,407.0,81.0,1,0,0.74,4.0,1,0
unconfirmed,Manhattan,Hell's Kitchen,40.76292,-73.99551,True,moderate,Entire home/apt,2014,1101.0,220.0,5,5,0.11,1.0,1,0
verified,Manhattan,Upper West Side,40.79433,-73.97333,True,flexible,Entire home/apt,2013,721.0,144.0,1,5,0.11,5.0,1,0
unconfirmed,Queens,Sunnyside,40.73678,-73.92437,False,flexible,Private room,2005,873.0,175.0,7,0,0.74,4.0,1,0
verified,Brooklyn,Williamsburg,40.71375,-73.94342,False,moderate,Private room,2010,74.0,15.0,2,5,0.11,3.0,1,0
unconfirmed,Brooklyn,Crown Heights,40.66983,-73.95332,True,flexible,Entire home/apt,2014,427.0,85.0,4,4,0.08,2.0,1,0
verified,Brooklyn,Boerum Hill,40.68658,-73.9891,True,strict,Entire home/apt,2009,448.0,90.0,2,17,0.36,5.0,1,0
verified,Brooklyn,Park Slope,40.67757,-73.98195,True,flexible,Entire home/apt,2006,1108.0,222.0,4,12,0.25,1.0,1,5
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.68242,-73.95016,False,moderate,Private room,2007,881.0,176.0,1,88,1.84,1.0,2,60
unconfirmed,Queens,Arverne,40.59029,-73.79032,True,strict,Entire home/apt,2013,351.0,70.0,1,9,0.2,5.0,1,340
unconfirmed,Manhattan,Hell's Kitchen,40.76444,-73.98592,False,flexible,Entire home/apt,2021,473.0,95.0,3,12,0.26,3.0,1,33
verified,Bronx,Hunts Point,40.81387,-73.88797,True,strict,Private room,2007,761.0,152.0,30,13,0.28,4.0,6,333
unconfirmed,Manhattan,Harlem,40.8127,-73.95004,False,strict,Private room,2013,507.0,101.0,1,1,0.02,5.0,1,0
verified,Brooklyn,Prospect-Lefferts Gardens,40.65606,-73.95902,True,strict,Private room,2007,1054.0,211.0,10,1,0.03,4.0,1,0
verified,Queens,Flushing,40.73331,-73.80811,False,strict,Private room,2014,330.0,66.0,2,0,0.74,1.0,1,0
verified,Brooklyn,Park Slope,40.67202,-73.98531,False,strict,Entire home/apt,2008,516.0,103.0,5,18,0.5,4.0,1,0
